region,date,year,month,day,year_week,task_count
None,8/20/2020,2020,8,20,2020_34,5
None,8/24/2020,2020,8,24,2020_35,5
None,8/25/2020,2020,8,25,2020_35,5
None,8/26/2020,2020,8,26,2020_35,5
None,9/1/2020,2020,9,1,2020_36,5
None,9/3/2020,2020,9,3,2020_36,5
None,9/25/2020,2020,9,25,2020_39,5
None,10/5/2020,2020,10,5,2020_41,5
None,10/27/2020,2020,10,27,2020_44,5
None,12/7/2020,2020,12,7,2020_50,35
None,12/28/2020,2020,12,28,2020_53,5
None,1/4/2021,2021,1,4,2021_01,5
None,1/5/2021,2021,1,5,2021_01,5
None,1/7/2021,2021,1,7,2021_01,5
None,1/9/2021,2021,1,9,2021_01,5
None,1/17/2021,2021,1,17,2021_02,5
None,1/22/2021,2021,1,22,2021_03,5
None,2/2/2021,2021,2,2,2021_05,5
None,2/3/2021,2021,2,3,2021_05,5
None,2/4/2021,2021,2,4,2021_05,10
None,2/8/2021,2021,2,8,2021_06,5
None,2/11/2021,2021,2,11,2021_06,20
None,2/12/2021,2021,2,12,2021_06,15
None,2/15/2021,2021,2,15,2021_07,5
None,2/16/2021,2021,2,16,2021_07,10
None,2/17/2021,2021,2,17,2021_07,10
None,2/18/2021,2021,2,18,2021_07,10
None,2/22/2021,2021,2,22,2021_08,15
None,2/24/2021,2021,2,24,2021_08,10
None,2/25/2021,2021,2,25,2021_08,10
None,3/1/2021,2021,3,1,2021_09,5
None,3/2/2021,2021,3,2,2021_09,30
None,3/3/2021,2021,3,3,2021_09,20
None,3/4/2021,2021,3,4,2021_09,5
None,3/5/2021,2021,3,5,2021_09,15
None,3/8/2021,2021,3,8,2021_10,15
None,3/10/2021,2021,3,10,2021_10,20
None,3/11/2021,2021,3,11,2021_10,20
None,3/12/2021,2021,3,12,2021_10,10
None,3/15/2021,2021,3,15,2021_11,20
None,3/16/2021,2021,3,16,2021_11,5
None,3/17/2021,2021,3,17,2021_11,10
None,3/18/2021,2021,3,18,2021_11,15
None,3/19/2021,2021,3,19,2021_11,20
None,3/22/2021,2021,3,22,2021_12,5
None,3/23/2021,2021,3,23,2021_12,15
None,3/24/2021,2021,3,24,2021_12,5
None,3/26/2021,2021,3,26,2021_12,5
None,3/27/2021,2021,3,27,2021_12,15
None,3/29/2021,2021,3,29,2021_13,10
None,3/30/2021,2021,3,30,2021_13,5
None,3/31/2021,2021,3,31,2021_13,15
None,4/1/2021,2021,4,1,2021_13,5
None,4/2/2021,2021,4,2,2021_13,5
None,4/5/2021,2021,4,5,2021_14,5
None,4/6/2021,2021,4,6,2021_14,10
None,4/9/2021,2021,4,9,2021_14,5
None,4/14/2021,2021,4,14,2021_15,5
None,4/21/2021,2021,4,21,2021_16,10
None,4/27/2021,2021,4,27,2021_17,5
None,4/28/2021,2021,4,28,2021_17,5
None,5/3/2021,2021,5,3,2021_18,5
None,5/12/2021,2021,5,12,2021_19,5
None,5/21/2021,2021,5,21,2021_20,5
None,5/27/2021,2021,5,27,2021_21,5
region_c,1/2/2020,2020,1,2,2020_01,40
region_c,1/3/2020,2020,1,3,2020_01,45
region_c,1/6/2020,2020,1,6,2020_02,75
region_c,1/7/2020,2020,1,7,2020_02,115
region_c,1/8/2020,2020,1,8,2020_02,130
region_c,1/9/2020,2020,1,9,2020_02,150
region_c,1/10/2020,2020,1,10,2020_02,105
region_c,1/13/2020,2020,1,13,2020_03,110
region_c,1/14/2020,2020,1,14,2020_03,135
region_c,1/15/2020,2020,1,15,2020_03,100
region_c,1/16/2020,2020,1,16,2020_03,70
region_c,1/17/2020,2020,1,17,2020_03,95
region_c,1/19/2020,2020,1,19,2020_03,10
region_c,1/20/2020,2020,1,20,2020_04,30
region_c,1/21/2020,2020,1,21,2020_04,160
region_c,1/22/2020,2020,1,22,2020_04,140
region_c,1/23/2020,2020,1,23,2020_04,90
region_c,1/24/2020,2020,1,24,2020_04,90
region_c,1/25/2020,2020,1,25,2020_04,15
region_c,1/26/2020,2020,1,26,2020_04,10
region_c,1/27/2020,2020,1,27,2020_05,130
region_c,1/28/2020,2020,1,28,2020_05,140
region_c,1/29/2020,2020,1,29,2020_05,130
region_c,1/30/2020,2020,1,30,2020_05,155
region_c,1/31/2020,2020,1,31,2020_05,90
region_c,2/1/2020,2020,2,1,2020_05,5
region_c,2/3/2020,2020,2,3,2020_06,170
region_c,2/4/2020,2020,2,4,2020_06,140
region_c,2/5/2020,2020,2,5,2020_06,150
region_c,2/6/2020,2020,2,6,2020_06,150
region_c,2/7/2020,2020,2,7,2020_06,105
region_c,2/9/2020,2020,2,9,2020_06,10
region_c,2/10/2020,2020,2,10,2020_07,120
region_c,2/11/2020,2020,2,11,2020_07,165
region_c,2/12/2020,2020,2,12,2020_07,170
region_c,2/13/2020,2020,2,13,2020_07,90
region_c,2/14/2020,2020,2,14,2020_07,65
region_c,2/17/2020,2020,2,17,2020_08,15
region_c,2/18/2020,2020,2,18,2020_08,115
region_c,2/19/2020,2020,2,19,2020_08,160
region_c,2/20/2020,2020,2,20,2020_08,135
region_c,2/21/2020,2020,2,21,2020_08,145
region_c,2/22/2020,2020,2,22,2020_08,5
region_c,2/24/2020,2020,2,24,2020_09,110
region_c,2/25/2020,2020,2,25,2020_09,170
region_c,2/26/2020,2020,2,26,2020_09,165
region_c,2/27/2020,2020,2,27,2020_09,145
region_c,2/28/2020,2020,2,28,2020_09,110
region_c,3/2/2020,2020,3,2,2020_10,165
region_c,3/3/2020,2020,3,3,2020_10,120
region_c,3/4/2020,2020,3,4,2020_10,155
region_c,3/5/2020,2020,3,5,2020_10,125
region_c,3/6/2020,2020,3,6,2020_10,115
region_c,3/9/2020,2020,3,9,2020_11,145
region_c,3/10/2020,2020,3,10,2020_11,150
region_c,3/11/2020,2020,3,11,2020_11,90
region_c,3/12/2020,2020,3,12,2020_11,125
region_c,3/13/2020,2020,3,13,2020_11,70
region_c,3/16/2020,2020,3,16,2020_12,60
region_c,3/17/2020,2020,3,17,2020_12,90
region_c,3/18/2020,2020,3,18,2020_12,110
region_c,3/19/2020,2020,3,19,2020_12,135
region_c,3/20/2020,2020,3,20,2020_12,90
region_c,3/22/2020,2020,3,22,2020_12,5
region_c,3/23/2020,2020,3,23,2020_13,110
region_c,3/24/2020,2020,3,24,2020_13,105
region_c,3/25/2020,2020,3,25,2020_13,105
region_c,3/26/2020,2020,3,26,2020_13,100
region_c,3/27/2020,2020,3,27,2020_13,80
region_c,3/28/2020,2020,3,28,2020_13,5
region_c,3/30/2020,2020,3,30,2020_14,75
region_c,3/31/2020,2020,3,31,2020_14,110
region_c,4/1/2020,2020,4,1,2020_14,110
region_c,4/2/2020,2020,4,2,2020_14,100
region_c,4/3/2020,2020,4,3,2020_14,50
region_c,4/4/2020,2020,4,4,2020_14,5
region_c,4/5/2020,2020,4,5,2020_14,5
region_c,4/6/2020,2020,4,6,2020_15,110
region_c,4/7/2020,2020,4,7,2020_15,70
region_c,4/8/2020,2020,4,8,2020_15,80
region_c,4/9/2020,2020,4,9,2020_15,85
region_c,4/10/2020,2020,4,10,2020_15,95
region_c,4/11/2020,2020,4,11,2020_15,5
region_c,4/13/2020,2020,4,13,2020_16,95
region_c,4/14/2020,2020,4,14,2020_16,95
region_c,4/15/2020,2020,4,15,2020_16,85
region_c,4/16/2020,2020,4,16,2020_16,75
region_c,4/17/2020,2020,4,17,2020_16,80
region_c,4/19/2020,2020,4,19,2020_16,5
region_c,4/20/2020,2020,4,20,2020_17,110
region_c,4/21/2020,2020,4,21,2020_17,90
region_c,4/22/2020,2020,4,22,2020_17,120
region_c,4/23/2020,2020,4,23,2020_17,125
region_c,4/24/2020,2020,4,24,2020_17,105
region_c,4/26/2020,2020,4,26,2020_17,5
region_c,4/27/2020,2020,4,27,2020_18,90
region_c,4/28/2020,2020,4,28,2020_18,85
region_c,4/29/2020,2020,4,29,2020_18,110
region_c,4/30/2020,2020,4,30,2020_18,50
region_c,5/1/2020,2020,5,1,2020_18,65
region_c,5/4/2020,2020,5,4,2020_19,130
region_c,5/5/2020,2020,5,5,2020_19,115
region_c,5/6/2020,2020,5,6,2020_19,110
region_c,5/7/2020,2020,5,7,2020_19,120
region_c,5/8/2020,2020,5,8,2020_19,90
region_c,5/11/2020,2020,5,11,2020_20,100
region_c,5/12/2020,2020,5,12,2020_20,125
region_c,5/13/2020,2020,5,13,2020_20,150
region_c,5/14/2020,2020,5,14,2020_20,120
region_c,5/15/2020,2020,5,15,2020_20,95
region_c,5/18/2020,2020,5,18,2020_21,125
region_c,5/19/2020,2020,5,19,2020_21,150
region_c,5/20/2020,2020,5,20,2020_21,120
region_c,5/21/2020,2020,5,21,2020_21,95
region_c,5/22/2020,2020,5,22,2020_21,10
region_c,5/25/2020,2020,5,25,2020_22,20
region_c,5/26/2020,2020,5,26,2020_22,125
region_c,5/27/2020,2020,5,27,2020_22,135
region_c,5/28/2020,2020,5,28,2020_22,140
region_c,5/29/2020,2020,5,29,2020_22,105
region_c,5/30/2020,2020,5,30,2020_22,5
region_c,6/1/2020,2020,6,1,2020_23,115
region_c,6/2/2020,2020,6,2,2020_23,65
region_c,6/3/2020,2020,6,3,2020_23,120
region_c,6/4/2020,2020,6,4,2020_23,75
region_c,6/5/2020,2020,6,5,2020_23,120
region_c,6/7/2020,2020,6,7,2020_23,5
region_c,6/8/2020,2020,6,8,2020_24,130
region_c,6/9/2020,2020,6,9,2020_24,130
region_c,6/10/2020,2020,6,10,2020_24,150
region_c,6/11/2020,2020,6,11,2020_24,120
region_c,6/12/2020,2020,6,12,2020_24,100
region_c,6/13/2020,2020,6,13,2020_24,5
region_c,6/15/2020,2020,6,15,2020_25,165
region_c,6/16/2020,2020,6,16,2020_25,170
region_c,6/17/2020,2020,6,17,2020_25,125
region_c,6/18/2020,2020,6,18,2020_25,135
region_c,6/19/2020,2020,6,19,2020_25,65
region_c,6/20/2020,2020,6,20,2020_25,5
region_c,6/21/2020,2020,6,21,2020_25,10
region_c,6/22/2020,2020,6,22,2020_26,105
region_c,6/23/2020,2020,6,23,2020_26,160
region_c,6/24/2020,2020,6,24,2020_26,115
region_c,6/25/2020,2020,6,25,2020_26,105
region_c,6/26/2020,2020,6,26,2020_26,100
region_c,6/28/2020,2020,6,28,2020_26,5
region_c,6/29/2020,2020,6,29,2020_27,95
region_c,6/30/2020,2020,6,30,2020_27,155
region_c,7/1/2020,2020,7,1,2020_27,95
region_c,7/2/2020,2020,7,2,2020_27,105
region_c,7/3/2020,2020,7,3,2020_27,30
region_c,7/5/2020,2020,7,5,2020_27,10
region_c,7/6/2020,2020,7,6,2020_28,115
region_c,7/7/2020,2020,7,7,2020_28,155
region_c,7/8/2020,2020,7,8,2020_28,135
region_c,7/9/2020,2020,7,9,2020_28,125
region_c,7/10/2020,2020,7,10,2020_28,120
region_c,7/11/2020,2020,7,11,2020_28,10
region_c,7/13/2020,2020,7,13,2020_29,120
region_c,7/14/2020,2020,7,14,2020_29,140
region_c,7/15/2020,2020,7,15,2020_29,145
region_c,7/16/2020,2020,7,16,2020_29,145
region_c,7/17/2020,2020,7,17,2020_29,120
region_c,7/18/2020,2020,7,18,2020_29,5
region_c,7/19/2020,2020,7,19,2020_29,5
region_c,7/20/2020,2020,7,20,2020_30,140
region_c,7/21/2020,2020,7,21,2020_30,175
region_c,7/22/2020,2020,7,22,2020_30,130
region_c,7/23/2020,2020,7,23,2020_30,145
region_c,7/24/2020,2020,7,24,2020_30,110
region_c,7/25/2020,2020,7,25,2020_30,5
region_c,7/26/2020,2020,7,26,2020_30,5
region_c,7/27/2020,2020,7,27,2020_31,160
region_c,7/28/2020,2020,7,28,2020_31,150
region_c,7/29/2020,2020,7,29,2020_31,115
region_c,7/30/2020,2020,7,30,2020_31,155
region_c,7/31/2020,2020,7,31,2020_31,105
region_c,8/3/2020,2020,8,3,2020_32,110
region_c,8/4/2020,2020,8,4,2020_32,105
region_c,8/5/2020,2020,8,5,2020_32,90
region_c,8/6/2020,2020,8,6,2020_32,70
region_c,8/7/2020,2020,8,7,2020_32,80
region_c,8/10/2020,2020,8,10,2020_33,65
region_c,8/11/2020,2020,8,11,2020_33,125
region_c,8/12/2020,2020,8,12,2020_33,60
region_c,8/13/2020,2020,8,13,2020_33,85
region_c,8/14/2020,2020,8,14,2020_33,80
region_c,8/16/2020,2020,8,16,2020_33,5
region_c,8/17/2020,2020,8,17,2020_34,110
region_c,8/18/2020,2020,8,18,2020_34,130
region_c,8/19/2020,2020,8,19,2020_34,105
region_c,8/20/2020,2020,8,20,2020_34,85
region_c,8/21/2020,2020,8,21,2020_34,90
region_c,8/22/2020,2020,8,22,2020_34,10
region_c,8/24/2020,2020,8,24,2020_35,120
region_c,8/25/2020,2020,8,25,2020_35,145
region_c,8/26/2020,2020,8,26,2020_35,140
region_c,8/27/2020,2020,8,27,2020_35,35
region_c,8/28/2020,2020,8,28,2020_35,170
region_c,8/29/2020,2020,8,29,2020_35,5
region_c,8/31/2020,2020,8,31,2020_36,90
region_c,9/1/2020,2020,9,1,2020_36,110
region_c,9/2/2020,2020,9,2,2020_36,110
region_c,9/3/2020,2020,9,3,2020_36,95
region_c,9/4/2020,2020,9,4,2020_36,85
region_c,9/5/2020,2020,9,5,2020_36,5
region_c,9/7/2020,2020,9,7,2020_37,10
region_c,9/8/2020,2020,9,8,2020_37,110
region_c,9/9/2020,2020,9,9,2020_37,125
region_c,9/10/2020,2020,9,10,2020_37,120
region_c,9/11/2020,2020,9,11,2020_37,120
region_c,9/13/2020,2020,9,13,2020_37,5
region_c,9/14/2020,2020,9,14,2020_38,140
region_c,9/15/2020,2020,9,15,2020_38,145
region_c,9/16/2020,2020,9,16,2020_38,80
region_c,9/17/2020,2020,9,17,2020_38,145
region_c,9/18/2020,2020,9,18,2020_38,105
region_c,9/20/2020,2020,9,20,2020_38,5
region_c,9/21/2020,2020,9,21,2020_39,145
region_c,9/22/2020,2020,9,22,2020_39,130
region_c,9/23/2020,2020,9,23,2020_39,105
region_c,9/24/2020,2020,9,24,2020_39,130
region_c,9/25/2020,2020,9,25,2020_39,125
region_c,9/28/2020,2020,9,28,2020_40,160
region_c,9/29/2020,2020,9,29,2020_40,145
region_c,9/30/2020,2020,9,30,2020_40,175
region_c,10/1/2020,2020,10,1,2020_40,155
region_c,10/2/2020,2020,10,2,2020_40,110
region_c,10/4/2020,2020,10,4,2020_40,5
region_c,10/5/2020,2020,10,5,2020_41,160
region_c,10/6/2020,2020,10,6,2020_41,175
region_c,10/7/2020,2020,10,7,2020_41,235
region_c,10/8/2020,2020,10,8,2020_41,245
region_c,10/9/2020,2020,10,9,2020_41,100
region_c,10/12/2020,2020,10,12,2020_42,120
region_c,10/13/2020,2020,10,13,2020_42,145
region_c,10/14/2020,2020,10,14,2020_42,135
region_c,10/15/2020,2020,10,15,2020_42,135
region_c,10/16/2020,2020,10,16,2020_42,100
region_c,10/17/2020,2020,10,17,2020_42,5
region_c,10/19/2020,2020,10,19,2020_43,165
region_c,10/20/2020,2020,10,20,2020_43,235
region_c,10/21/2020,2020,10,21,2020_43,215
region_c,10/22/2020,2020,10,22,2020_43,210
region_c,10/23/2020,2020,10,23,2020_43,190
region_c,10/24/2020,2020,10,24,2020_43,10
region_c,10/26/2020,2020,10,26,2020_44,150
region_c,10/27/2020,2020,10,27,2020_44,150
region_c,10/28/2020,2020,10,28,2020_44,120
region_c,10/29/2020,2020,10,29,2020_44,135
region_c,10/30/2020,2020,10,30,2020_44,90
region_c,11/1/2020,2020,11,1,2020_44,5
region_c,11/2/2020,2020,11,2,2020_45,140
region_c,11/3/2020,2020,11,3,2020_45,105
region_c,11/4/2020,2020,11,4,2020_45,110
region_c,11/5/2020,2020,11,5,2020_45,215
region_c,11/6/2020,2020,11,6,2020_45,130
region_c,11/8/2020,2020,11,8,2020_45,5
region_c,11/9/2020,2020,11,9,2020_46,145
region_c,11/10/2020,2020,11,10,2020_46,200
region_c,11/11/2020,2020,11,11,2020_46,140
region_c,11/12/2020,2020,11,12,2020_46,125
region_c,11/13/2020,2020,11,13,2020_46,160
region_c,11/16/2020,2020,11,16,2020_47,130
region_c,11/17/2020,2020,11,17,2020_47,190
region_c,11/18/2020,2020,11,18,2020_47,170
region_c,11/19/2020,2020,11,19,2020_47,170
region_c,11/20/2020,2020,11,20,2020_47,100
region_c,11/21/2020,2020,11,21,2020_47,5
region_c,11/23/2020,2020,11,23,2020_48,110
region_c,11/24/2020,2020,11,24,2020_48,55
region_c,11/25/2020,2020,11,25,2020_48,25
region_c,11/26/2020,2020,11,26,2020_48,20
region_c,11/27/2020,2020,11,27,2020_48,15
region_c,11/29/2020,2020,11,29,2020_48,10
region_c,11/30/2020,2020,11,30,2020_49,155
region_c,12/1/2020,2020,12,1,2020_49,135
region_c,12/2/2020,2020,12,2,2020_49,165
region_c,12/3/2020,2020,12,3,2020_49,160
region_c,12/4/2020,2020,12,4,2020_49,145
region_c,12/5/2020,2020,12,5,2020_49,5
region_c,12/7/2020,2020,12,7,2020_50,140
region_c,12/8/2020,2020,12,8,2020_50,170
region_c,12/9/2020,2020,12,9,2020_50,140
region_c,12/10/2020,2020,12,10,2020_50,120
region_c,12/11/2020,2020,12,11,2020_50,90
region_c,12/14/2020,2020,12,14,2020_51,105
region_c,12/15/2020,2020,12,15,2020_51,80
region_c,12/16/2020,2020,12,16,2020_51,160
region_c,12/17/2020,2020,12,17,2020_51,110
region_c,12/18/2020,2020,12,18,2020_51,110
region_c,12/21/2020,2020,12,21,2020_52,105
region_c,12/22/2020,2020,12,22,2020_52,95
region_c,12/23/2020,2020,12,23,2020_52,65
region_c,12/24/2020,2020,12,24,2020_52,5
region_c,12/28/2020,2020,12,28,2020_53,40
region_c,12/29/2020,2020,12,29,2020_53,50
region_c,12/30/2020,2020,12,30,2020_53,25
region_c,1/4/2021,2021,1,4,2021_01,55
region_c,1/5/2021,2021,1,5,2021_01,75
region_c,1/6/2021,2021,1,6,2021_01,120
region_c,1/7/2021,2021,1,7,2021_01,80
region_c,1/8/2021,2021,1,8,2021_01,90
region_c,1/11/2021,2021,1,11,2021_02,70
region_c,1/12/2021,2021,1,12,2021_02,110
region_c,1/13/2021,2021,1,13,2021_02,115
region_c,1/14/2021,2021,1,14,2021_02,65
region_c,1/15/2021,2021,1,15,2021_02,135
region_c,1/18/2021,2021,1,18,2021_03,30
region_c,1/19/2021,2021,1,19,2021_03,155
region_c,1/20/2021,2021,1,20,2021_03,150
region_c,1/21/2021,2021,1,21,2021_03,155
region_c,1/22/2021,2021,1,22,2021_03,115
region_c,1/24/2021,2021,1,24,2021_03,10
region_c,1/25/2021,2021,1,25,2021_04,170
region_c,1/26/2021,2021,1,26,2021_04,170
region_c,1/27/2021,2021,1,27,2021_04,230
region_c,1/28/2021,2021,1,28,2021_04,160
region_c,1/29/2021,2021,1,29,2021_04,115
region_c,1/30/2021,2021,1,30,2021_04,10
region_c,1/31/2021,2021,1,31,2021_04,5
region_c,2/1/2021,2021,2,1,2021_05,155
region_c,2/2/2021,2021,2,2,2021_05,210
region_c,2/3/2021,2021,2,3,2021_05,150
region_c,2/4/2021,2021,2,4,2021_05,215
region_c,2/5/2021,2021,2,5,2021_05,150
region_c,2/8/2021,2021,2,8,2021_06,165
region_c,2/9/2021,2021,2,9,2021_06,280
region_c,2/10/2021,2021,2,10,2021_06,180
region_c,2/11/2021,2021,2,11,2021_06,275
region_c,2/12/2021,2021,2,12,2021_06,250
region_c,2/15/2021,2021,2,15,2021_07,20
region_c,2/16/2021,2021,2,16,2021_07,135
region_c,2/17/2021,2021,2,17,2021_07,150
region_c,2/18/2021,2021,2,18,2021_07,130
region_c,2/19/2021,2021,2,19,2021_07,150
region_c,2/21/2021,2021,2,21,2021_07,5
region_c,2/22/2021,2021,2,22,2021_08,185
region_c,2/23/2021,2021,2,23,2021_08,220
region_c,2/24/2021,2021,2,24,2021_08,185
region_c,2/25/2021,2021,2,25,2021_08,150
region_c,2/26/2021,2021,2,26,2021_08,195
region_c,2/28/2021,2021,2,28,2021_08,5
region_c,3/1/2021,2021,3,1,2021_09,180
region_c,3/2/2021,2021,3,2,2021_09,225
region_c,3/3/2021,2021,3,3,2021_09,170
region_c,3/4/2021,2021,3,4,2021_09,225
region_c,3/5/2021,2021,3,5,2021_09,120
region_c,3/7/2021,2021,3,7,2021_09,10
region_c,3/8/2021,2021,3,8,2021_10,200
region_c,3/9/2021,2021,3,9,2021_10,175
region_c,3/10/2021,2021,3,10,2021_10,175
region_c,3/11/2021,2021,3,11,2021_10,250
region_c,3/12/2021,2021,3,12,2021_10,190
region_c,3/14/2021,2021,3,14,2021_10,15
region_c,3/15/2021,2021,3,15,2021_11,230
region_c,3/16/2021,2021,3,16,2021_11,210
region_c,3/17/2021,2021,3,17,2021_11,230
region_c,3/18/2021,2021,3,18,2021_11,265
region_c,3/19/2021,2021,3,19,2021_11,145
region_c,3/20/2021,2021,3,20,2021_11,10
region_c,3/21/2021,2021,3,21,2021_11,5
region_c,3/22/2021,2021,3,22,2021_12,230
region_c,3/23/2021,2021,3,23,2021_12,250
region_c,3/24/2021,2021,3,24,2021_12,200
region_c,3/25/2021,2021,3,25,2021_12,210
region_c,3/26/2021,2021,3,26,2021_12,185
region_c,3/27/2021,2021,3,27,2021_12,10
region_c,3/29/2021,2021,3,29,2021_13,155
region_c,3/30/2021,2021,3,30,2021_13,255
region_c,3/31/2021,2021,3,31,2021_13,205
region_c,4/1/2021,2021,4,1,2021_13,145
region_c,4/2/2021,2021,4,2,2021_13,155
region_c,4/5/2021,2021,4,5,2021_14,190
region_c,4/6/2021,2021,4,6,2021_14,180
region_c,4/7/2021,2021,4,7,2021_14,185
region_c,4/8/2021,2021,4,8,2021_14,205
region_c,4/9/2021,2021,4,9,2021_14,195
region_c,4/11/2021,2021,4,11,2021_14,15
region_c,4/12/2021,2021,4,12,2021_15,250
region_c,4/13/2021,2021,4,13,2021_15,220
region_c,4/14/2021,2021,4,14,2021_15,230
region_c,4/15/2021,2021,4,15,2021_15,225
region_c,4/16/2021,2021,4,16,2021_15,130
region_c,4/19/2021,2021,4,19,2021_16,175
region_c,4/20/2021,2021,4,20,2021_16,265
region_c,4/21/2021,2021,4,21,2021_16,285
region_c,4/22/2021,2021,4,22,2021_16,290
region_c,4/23/2021,2021,4,23,2021_16,230
region_c,4/24/2021,2021,4,24,2021_16,5
region_c,4/26/2021,2021,4,26,2021_17,270
region_c,4/27/2021,2021,4,27,2021_17,270
region_c,4/28/2021,2021,4,28,2021_17,285
region_c,4/29/2021,2021,4,29,2021_17,265
region_c,4/30/2021,2021,4,30,2021_17,180
region_c,5/2/2021,2021,5,2,2021_17,5
region_c,5/3/2021,2021,5,3,2021_18,240
region_c,5/4/2021,2021,5,4,2021_18,295
region_c,5/5/2021,2021,5,5,2021_18,230
region_c,5/6/2021,2021,5,6,2021_18,270
region_c,5/7/2021,2021,5,7,2021_18,185
region_c,5/9/2021,2021,5,9,2021_18,10
region_c,5/10/2021,2021,5,10,2021_19,150
region_c,5/11/2021,2021,5,11,2021_19,330
region_c,5/12/2021,2021,5,12,2021_19,270
region_c,5/13/2021,2021,5,13,2021_19,210
region_c,5/14/2021,2021,5,14,2021_19,200
region_c,5/16/2021,2021,5,16,2021_19,5
region_c,5/17/2021,2021,5,17,2021_20,195
region_c,5/18/2021,2021,5,18,2021_20,325
region_c,5/19/2021,2021,5,19,2021_20,220
region_c,5/20/2021,2021,5,20,2021_20,250
region_c,5/21/2021,2021,5,21,2021_20,170
region_c,5/23/2021,2021,5,23,2021_20,10
region_c,5/24/2021,2021,5,24,2021_21,175
region_c,5/25/2021,2021,5,25,2021_21,130
region_c,5/26/2021,2021,5,26,2021_21,155
region_c,5/27/2021,2021,5,27,2021_21,190
region_c,5/28/2021,2021,5,28,2021_21,25
